occurrence,module,functionBoundaryOwner,line,column,snippet
947,29-game-loop-controls-gamepad.js,setupControls,5209,47,"els.stage.addEventListener('pointermove',e=>{const d=input.cameraDrag;if(!d||d.id!==e.pointerId)return;const dx=e.clientX-d.x,dy=e.clientY-d.y;cameraYaw-=dx*.006;cameraPitch=clamp(cameraPitch+dy*.0042,-.55,1.35);state.settings.cameraPitch=+cameraPitch.toFixed(3);d.x=e.clientX;d.y=e.clientY;});"
948,29-game-loop-controls-gamepad.js,setupControls,5210,20,"const endDrag=e=>{if(input.cameraDrag?.id===e.pointerId)input.cameraDrag=null;};els.stage.addEventListener('pointerup',endDrag);els.stage.addEventListener('pointercancel',endDrag);"
949,29-game-loop-controls-gamepad.js,setupControls,5211,41,"els.stage.addEventListener('wheel',e=>{if(!running||!els.modal.hidden)return;e.preventDefault();cameraZoom=clamp(cameraZoom+Math.sign(e.deltaY)*.9,-4.5,9);state.settings.cameraZoom=+cameraZoom.toFixed(2);},{passive:false});"
950,29-game-loop-controls-gamepad.js,pollGamepad,5229,622,"if(sessionLimitSeconds>0&&(Number(state.usage.sessionLockedAt||0)>0||Number(state.usage.sessionSeconds||0)>=sessionLimitSeconds)){state.usage.sessionLockedAt=Number(state.usage.sessionLockedAt||Date.now());saveState(true);openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Nova sessão exige um responsável</h3><p>O limite continua bloqueado mesmo ao voltar ao menu. Um responsável pode liberar outra sessão usando a senha da conta.</p><button class=""btn primary xl"" data-session-parent>Área dos responsáveis</button><button class=""btn"" data-session-back>Ficar no menu</button></div>',root=>{$('[data-session-parent]',root).onclick=()=>openParentGate(false);$('[data-session-back]',root).onclick=closeModal;});return;}"
951,29-game-loop-controls-gamepad.js,pollGamepad,5229,667,"if(sessionLimitSeconds>0&&(Number(state.usage.sessionLockedAt||0)>0||Number(state.usage.sessionSeconds||0)>=sessionLimitSeconds)){state.usage.sessionLockedAt=Number(state.usage.sessionLockedAt||Date.now());saveState(true);openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Nova sessão exige um responsável</h3><p>O limite continua bloqueado mesmo ao voltar ao menu. Um responsável pode liberar outra sessão usando a senha da conta.</p><button class=""btn primary xl"" data-session-parent>Área dos responsáveis</button><button class=""btn"" data-session-back>Ficar no menu</button></div>',root=>{$('[data-session-parent]',root).onclick=()=>openParentGate(false);$('[data-session-back]',root).onclick=closeModal;});return;}"
952,29-game-loop-controls-gamepad.js,pollGamepad,5230,106,"if((!hasValidPlayerName()||!accountLinked())&&!(accountPromptWasHandled())){openAccountCenter(true,()=>{state.flags.accountPromptedV635=true;saveState(true);startGame(resetPosition);});return;}"
953,29-game-loop-controls-gamepad.js,pollGamepad,5231,58,"if(!hasValidPlayerName()){openPlayerNameModal(true,()=>startGame(resetPosition));return;}"
954,30-pause-tests-public-api-bootstrap.js,stopGame,5242,208,"world.policeAlert=null;updateSafetyPanel('');if(player.boating){player.x=-24.7;player.z=52;exitBoat(true);}if(player.vehicle)exitVehicle(true);if(player.transit.mode==='bus'){const bus=world.buses.find(b=>b.id===player.transit.busId);if(bus)exitBusAtStop(bus,{stopId:bus.lastStopId,stopName:bus.lastStopName});}if(player.transit.mode==='metro'){player.transit.mode='';if(metroOverlay)metroOverlay.hidden=true;if(playerModel)playerModel.visible=true;if(avatarLayer)avatarLayer.visible=true;if(contactShadow)contactShadow.visible=true;}running=false;paused=false;pauseMenuOpen=false;cancelAnimationFrame(raf);stopEngineSound();savePlayerPosition(true);showScreen('lobby');updateLobbyStats();"
955,30-pause-tests-public-api-bootstrap.js,stopGame,5244,25,els.playBtn.onclick=()=>startGame(true);els.continueBtn.onclick=()=>startGame(false);
956,30-pause-tests-public-api-bootstrap.js,stopGame,5244,69,els.playBtn.onclick=()=>startGame(true);els.continueBtn.onclick=()=>startGame(false);
957,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5249,605,"paused=true;pauseMenuOpen=true;if(engineAudio)stopEngineSound();openModal('Jogo pausado',`<div class=""choice-grid""><button class=""choice"" data-resume><b>▶ Continuar</b><span>Voltar ao mundo</span></button><button class=""choice"" data-life><b>👤 Minha vida</b><span>Carreira, amizades e visual</span></button><button class=""choice"" data-safe><b>🛟 Desprender</b><span>Voltar ao último ponto seguro</span></button><button class=""choice"" data-home><b>🏠 Casa</b><span>Voltar para minha casa</span></button><button class=""choice"" data-menu><b>↩ Menu inicial</b><span>Salvar e sair</span></button></div>`,root=>{"
958,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5250,41,"$('[data-resume]',root).onclick=()=>closeModal();"
959,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5251,39,"$('[data-life]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();if(player.vehicle)startEngineSound();openLifePanel();};"
960,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5252,39,"$('[data-safe]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();recoverPlayerToLastSafe('retorno manual',true);};"
961,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5253,39,"$('[data-home]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();returnHome();};"
962,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5254,39,"$('[data-menu]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();stopGame();};"
963,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5257,55,"els.gameSettingsBtn.addEventListener('contextmenu',e=>e.preventDefault());"
964,30-pause-tests-public-api-bootstrap.js,updateBridgeVisual,5259,64,"function updateBridgeVisual(){world.bridgeParts.forEach((p,i)=>{p.visible=state.flags.bridgeFixed||i%2===0;});}"
965,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5298,18,"playerMode:()=>({state:playerModeMachine.state,enteredAt:playerModeMachine.enteredAt,lastReason:playerModeMachine.lastReason,conflicts:[...playerModeMachine.conflicts],history:playerModeMachine.history.map(x=>({...x}))}),"
966,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5298,212,"playerMode:()=>({state:playerModeMachine.state,enteredAt:playerModeMachine.enteredAt,lastReason:playerModeMachine.lastReason,conflicts:[...playerModeMachine.conflicts],history:playerModeMachine.history.map(x=>({...x}))}),"
967,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5300,47,"controlMath:(x=0,z=0,yaw=0,mode='WALKING')=>{const key=String(mode).toUpperCase(),resolved=PLAYER_MODES[key]||String(mode).toLowerCase();if([PLAYER_MODES.CAR_DRIVER,PLAYER_MODES.MOTORCYCLE_DRIVER,PLAYER_MODES.BICYCLE,PLAYER_MODES.SKATE,PLAYER_MODES.BOAT_DRIVER].includes(resolved))return{x:clamp(Number(x)||0,-1,1),z:clamp(Number(z)||0,-1,1),steer:-clamp(Number(x)||0,-1,1),throttle:clamp(Number(z)||0,-1,1),mode:resolved};const vector=cameraRelativeVector(Number(x)||0,Number(z)||0,Number(yaw)||0);return{x:vector.x,z:vector.z,steer:0,throttle:0,mode:resolved};},"
968,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5301,21,"missionStates:()=>({...MISSION_STATES}),"
969,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5302,43,"startJobById:(id='gather',focus=false)=>startJob(JOBS.find(j=>j.id===id),{focus}),"
970,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5302,65,"startJobById:(id='gather',focus=false)=>startJob(JOBS.find(j=>j.id===id),{focus}),"
971,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5303,24,"forceCompleteJob:()=>completeActiveJob(),"
972,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5304,23,"setInventory:patch=>{state.inventory={...state.inventory,...(patch||{})};saveState(true);return{...state.inventory};},"
973,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5305,50,"prepareBuild:(type='block',x=0,z=35,facing=0)=>{player.x=Number(x)||0;player.z=Number(z)||35;player.y=groundHeightAt(player.x,player.z);player.facing=Number(facing)||0;return beginBuildMode(type);},"
974,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5306,18,"placeBuild:()=>placeBuild(),"
975,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5307,19,"rotateBuild:()=>rotateBuildPreview(),"
976,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5308,19,"cancelBuild:()=>endBuildMode('cancelled',true),"
977,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5309,20,"construction:()=>({mode:buildMode,placement:buildPlacement?{...buildPlacement}:null,stateBuilds:JSON.parse(JSON.stringify(state.builds)),tombstones:JSON.parse(JSON.stringify(state.buildTombstones||[])),worldBuilds:world.builds.map(item=>({id:item.data.id,type:item.data.type,x:item.data.x,z:item.data.z,groundY:item.data.groundY,ownerId:item.data.ownerId}))}),"
978,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5309,240,"construction:()=>({mode:buildMode,placement:buildPlacement?{...buildPlacement}:null,stateBuilds:JSON.parse(JSON.stringify(state.builds)),tombstones:JSON.parse(JSON.stringify(state.buildTombstones||[])),worldBuilds:world.builds.map(item=>({id:item.data.id,type:item.data.type,x:item.data.x,z:item.data.z,groundY:item.data.groundY,ownerId:item.data.ownerId}))}),"
979,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5310,23,"reconcileBuilds:()=>reconcileWorldBuilds(),"
980,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5311,15,"saveNow:()=>{savePlayerPosition(true);return JSON.parse(JSON.stringify(state.position));},"
981,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5312,19,"performance:()=>({fps:+perf.fps.toFixed(1),tier:qualityTier(),requested:requestedQuality(),dpr:renderer?.getPixelRatio?.()||0,drawCalls:renderer?.info?.render?.calls||0,triangles:renderer?.info?.render?.triangles||0,textures:Object.fromEntries(Object.entries(textures).map(([id,t])=>[id,{name:t?.name||'',status:t?.userData?.status||'generated',width:t?.image?.naturalWidth||t?.image?.width||0,height:t?.image?.naturalHeight||t?.image?.height||0}]))}),"
982,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5312,286,"performance:()=>({fps:+perf.fps.toFixed(1),tier:qualityTier(),requested:requestedQuality(),dpr:renderer?.getPixelRatio?.()||0,drawCalls:renderer?.info?.render?.calls||0,triangles:renderer?.info?.render?.triangles||0,textures:Object.fromEntries(Object.entries(textures).map(([id,t])=>[id,{name:t?.name||'',status:t?.userData?.status||'generated',width:t?.image?.naturalWidth||t?.image?.width||0,height:t?.image?.naturalHeight||t?.image?.height||0}]))}),"
983,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5313,32,"setQuality:(quality='auto')=>{const value=['auto','low','high'].includes(quality)?quality:'auto';state.settings.quality=value;if(value==='auto')perf.sessionTier=state.settings.autoTier||detectStableAutoTier();applyAdaptiveRenderSettings(true);lockStableSceneVisibility();saveState(true);return{requested:requestedQuality(),tier:qualityTier(),dpr:renderer?.getPixelRatio?.()||0};},"
984,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5314,16,"getState:()=>JSON.parse(JSON.stringify(state)),"
985,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5315,15,"getGame:()=>({running,paused,currentHouse:currentHouse?.id||null,cameraMode,player:{...player},objects:{houses:world.houses.length,npcs:world.npcs.length,enemies:world.enemies.length,interactables:world.interactables.length,builds:world.builds.length,vehicles:world.vehicles.length,buses:world.buses.length,metroStations:world.metroStations.length,policeCars:world.policeCars.length,resources:world.resources.length,school:!!world.school,policeStation:!!world.policeStation,mine:!!world.mine,well:!!world.well}}),"
986,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5316,17,"getVisual:()=>{const parts=playerModel?.userData?.parts||{};const modelY=playerModel?.position?.y||0;const minFootY=playerModel?.userData?.minFootY??0;const scaleY=playerGroup?.scale?.y||1;const rootY=playerGroup?.position?.y||0;return {procedural:!!playerModel?.userData?.proceduralOtthos,rendered:playerModel?.visible!==false,ownNameLabelVisible:playerGroup?.userData?.nameLabel?.visible!==false,rootY,modelY,minFootY,scaleY,visualBottom:rootY+(modelY+minFootY)*scaleY,limbs:{leftArm:parts.leftArm?.rotation?.x||0,rightArm:parts.rightArm?.rotation?.x||0,leftLeg:parts.leftLeg?.rotation?.x||0,rightLeg:parts.rightLeg?.rotation?.x||0}};},"
987,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5317,19,"teleport:(x,z)=>{player.x=x;player.z=z;player.y=groundHeightAt(x,z);player.vx=player.vy=player.vz=0;player.grounded=true;updateContext(true);},"
988,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5318,18,"getContext:()=>currentContext?{id:currentContext.id,label:currentContext.label,type:currentContext.type,activity:currentContext.activity||null}:null,"
989,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5319,21,"getLastAction:()=>lastActionSource,"
990,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5320,14,"action:()=>doAction(),"
991,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5321,12,"jump:()=>requestJump(),"
992,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5322,12,"fire:()=>firePower(),"
993,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5323,20,"enterVehicle:()=>{enterVehicle();return player.vehicle;},"
994,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5325,19,"exitVehicle:()=>{exitVehicle();return !player.vehicle;},"
995,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5326,39,"setDriveInput:(steer=0,throttle=0)=>{input.virtualX=clamp(Number(steer)||0,-1,1);input.virtualZ=clamp(Number(throttle)||0,-1,1);input.virtualActive=Math.abs(input.virtualX)+Math.abs(input.virtualZ)>.001;resolveMovementInput();return {active:input.virtualActive,x:input.targetX,z:input.targetZ};},"
996,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5327,23,"clearDriveInput:()=>{input.virtualX=0;input.virtualZ=0;input.virtualActive=false;resolveMovementInput();return {x:input.targetX,z:input.targetZ};},"
997,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5328,54,"setMobilityButtons:(accelerate=false,brake=false)=>{input.mobilityAccelerate=!!accelerate;input.mobilityBrake=!!brake;if(input.mobilityAccelerate)input.mobilityBrake=false;updateMobilityControlLabels();return{accelerate:input.mobilityAccelerate,brake:input.mobilityBrake};},"
998,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5329,24,"mobilityControls:()=>({driver:mobilityDriverActive(),vehicle:!!player.vehicle,boat:!!player.boating,accelerate:!!input.mobilityAccelerate,brake:!!input.mobilityBrake,speed:player.boating?player.boat.speed:player.car.speed,steeringConvention:'joystick-right => negative internal steer => visual right turn',acceleratorLabel:$('span',els.runBtn)?.textContent||'',brakeLabel:$('span',els.jumpBtn)?.textContent||''}),"
999,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5329,262,"mobilityControls:()=>({driver:mobilityDriverActive(),vehicle:!!player.vehicle,boat:!!player.boating,accelerate:!!input.mobilityAccelerate,brake:!!input.mobilityBrake,speed:player.boating?player.boat.speed:player.car.speed,steeringConvention:'joystick-right => negative internal steer => visual right turn',acceleratorLabel:$('span',els.runBtn)?.textContent||'',brakeLabel:$('span',els.jumpBtn)?.textContent||''}),"
1000,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5329,289,"mobilityControls:()=>({driver:mobilityDriverActive(),vehicle:!!player.vehicle,boat:!!player.boating,accelerate:!!input.mobilityAccelerate,brake:!!input.mobilityBrake,speed:player.boating?player.boat.speed:player.car.speed,steeringConvention:'joystick-right => negative internal steer => visual right turn',acceleratorLabel:$('span',els.runBtn)?.textContent||'',brakeLabel:$('span',els.jumpBtn)?.textContent||''}),"
1001,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5330,20,"refreshInput:()=>resolveMovementInput(),"
1002,30-pause-tests-public-api-bootstrap.js,stepVehicleSimulation,5332,15,"vehicle:()=>({active:player.vehicle,activeVehicleId:currentVehicleRef()?.id||'',parkedVehicles:world.vehicles.map(v=>({id:v.id,visible:v.group.visible,occupied:v.occupied,x:v.group.position.x,z:v.group.position.z})),speed:player.car.speed,heading:player.car.heading,drift:player.car.drift,sitUntilRemaining:Math.max(0,player.sitUntil-performance.now()),driveInput:{x:input.x,z:input.z,targetX:input.targetX,targetZ:input.targetZ,virtualActive:input.virtualActive,joyX:input.joyX,joyZ:input.joyZ,gamepadActive:input.gamepadActive},playerVisible:playerModel?.visible!==false,accessoriesVisible:avatarLayer?.visible!==false,vehicleVisible:!!vehicleVisual?.visible,parkedVisible:currentVehicleRef()?.group?.visible!==false,preVehicleAbilities:player.preVehicleAbilities?{...player.preVehicleAbilities}:null,specialLabel:$('span',els.specialBtn)?.textContent||'',fireballs:world.fireballs.length,engineActive:!!engineAudio,wheelCount:vehicleVisual?.userData?.wheels?.length||0,frontWheelCount:vehicleVisua"
